"","gene_id","moduleColor","GS.light","p.GS.light"
"NC_007677.1_WP_011404810.1","NC_007677.1_WP_011404810.1","grey",0.218251989057979,0.416762057614607
"NC_007677.1_WP_011404809.1","NC_007677.1_WP_011404809.1","turquoise",-0.76251857321634,0.000593355865959597
"NC_007677.1_WP_013061621.1","NC_007677.1_WP_013061621.1","red",-0.0494652590668855,0.855644613833046
"NC_007677.1_WP_118828740.1","NC_007677.1_WP_118828740.1","red",-0.296770232305388,0.264349483838702
"NC_007677.1_WP_011404312.1","NC_007677.1_WP_011404312.1","turquoise",-0.818530555372486,0.00010597216365394
"NC_007678.1_WP_164923750.1","NC_007678.1_WP_164923750.1","green",0.341890577237234,0.19493760973553
"NC_007677.1_WP_011402897.1","NC_007677.1_WP_011402897.1","green",-0.0522973246946622,0.847467460244457
"NC_007677.1_WP_011403246.1","NC_007677.1_WP_011403246.1","green",-0.171342483334409,0.525758498585521
"NC_007677.1_WP_164923658.1","NC_007677.1_WP_164923658.1","yellow",-0.116111603637355,0.668487275785258
"NC_007677.1_WP_011404423.1","NC_007677.1_WP_011404423.1","turquoise",-0.851752855180737,2.82495729247943e-05
"NC_007677.1_WP_164923690.1","NC_007677.1_WP_164923690.1","pink",-0.297148008989906,0.263712788424958
"NC_007677.1_WP_011405413.1","NC_007677.1_WP_011405413.1","red",0.0344624848502486,0.899174360365298
"NC_007677.1_WP_272481477.1","NC_007677.1_WP_272481477.1","red",-0.130379459516374,0.630319904289968
"NC_007677.1_WP_011404829.1","NC_007677.1_WP_011404829.1","turquoise",-0.745347322624523,0.000920137818274308
"NC_007677.1_WP_013062927.1","NC_007677.1_WP_013062927.1","red",-0.176105815820328,0.514135735802535
"NC_007677.1_WP_011403809.1","NC_007677.1_WP_011403809.1","blue",0.503799231914863,0.0466272639196834
"NC_007677.1_WP_011403791.1","NC_007677.1_WP_011403791.1","blue",0.505305674150338,0.0458693156793582
"NC_007677.1_WP_103017514.1","NC_007677.1_WP_103017514.1","black",0.358116467094968,0.173212342668602
"NC_007677.1_WP_043551852.1","NC_007677.1_WP_043551852.1","turquoise",-0.824152399051951,8.6381875329699e-05
"NC_007677.1_WP_237701768.1","NC_007677.1_WP_237701768.1","turquoise",-0.795907296568524,0.00022616455816231
"NC_007677.1_WP_013060977.1","NC_007677.1_WP_013060977.1","red",-0.227446333873018,0.396899452857953
"NC_007677.1_WP_011404706.1","NC_007677.1_WP_011404706.1","turquoise",-0.781283144422193,0.000352051530054384
"NC_007677.1_WP_011403613.1","NC_007677.1_WP_011403613.1","red",0.113084656537228,0.676687220583903
"NC_007677.1_WP_043552379.1","NC_007677.1_WP_043552379.1","turquoise",-0.811410813419241,0.000135963490075618
"NC_007677.1_WP_011403633.1","NC_007677.1_WP_011403633.1","red",-0.705691437277998,0.00225484637248422
"NC_007677.1_WP_011403810.1","NC_007677.1_WP_011403810.1","blue",0.514644527999499,0.0413741995373505
"NC_007677.1_WP_011403423.1","NC_007677.1_WP_011403423.1","turquoise",-0.733184255783721,0.00123092601917419
"NC_007677.1_WP_011403427.1","NC_007677.1_WP_011403427.1","purple",0.42024728921103,0.105078777350782
"NC_007677.1_WP_011405459.1","NC_007677.1_WP_011405459.1","red",-0.413392114025557,0.111476009892726
"NC_007677.1_WP_011403326.1","NC_007677.1_WP_011403326.1","turquoise",-0.650125098991258,0.00640210917338976
"NC_007677.1_WP_011405018.1","NC_007677.1_WP_011405018.1","blue",0.695188572522466,0.00279341323400672
"NC_007677.1_WP_011404555.1","NC_007677.1_WP_011404555.1","turquoise",-0.790254293846466,0.000269439530489
"NC_007677.1_WP_011403173.1","NC_007677.1_WP_011403173.1","turquoise",-0.84010110877894,4.64378438222637e-05
"NC_007677.1_WP_011402823.1","NC_007677.1_WP_011402823.1","blue",0.552460625787861,0.0264726646534728
"NC_007677.1_WP_011403256.1","NC_007677.1_WP_011403256.1","blue",0.297043174492382,0.263889379640335
"NC_007677.1_WP_011402968.1","NC_007677.1_WP_011402968.1","blue",0.468078345408465,0.0674735894794675
"NC_007677.1_WP_237701818.1","NC_007677.1_WP_237701818.1","blue",0.148485207565085,0.583129355183149
"NC_007677.1_WP_011404376.1","NC_007677.1_WP_011404376.1","turquoise",-0.66185142842792,0.00522573925123254
"NC_007677.1_WP_011403822.1","NC_007677.1_WP_011403822.1","pink",-0.598458107314678,0.0143205624880249
"NC_007677.1_WP_013062439.1","NC_007677.1_WP_013062439.1","red",-0.460317067329059,0.0727805209927512
"NC_007677.1_WP_011403171.1","NC_007677.1_WP_011403171.1","turquoise",-0.803594502963336,0.000176697319210822
"NC_007677.1_WP_011403024.1","NC_007677.1_WP_011403024.1","magenta",-0.689265222255552,0.00314021258138704
"NC_007677.1_WP_112902815.1","NC_007677.1_WP_112902815.1","magenta",-0.34449516272297,0.191336370528051
"NC_007677.1_WP_011403013.1","NC_007677.1_WP_011403013.1","blue",0.568957119418622,0.0214445877830195
"NC_007677.1_WP_237701723.1","NC_007677.1_WP_237701723.1","brown",0.558725223025903,0.0244670255564152
"NC_007677.1_WP_011404835.1","NC_007677.1_WP_011404835.1","turquoise",-0.820218873281831,9.97355275176961e-05
"NC_007677.1_WP_011404318.1","NC_007677.1_WP_011404318.1","turquoise",-0.715283756856567,0.00183963196377878
"NC_007677.1_WP_043552063.1","NC_007677.1_WP_043552063.1","blue",0.318139905834609,0.229810748131198
"NC_007677.1_WP_011403867.1","NC_007677.1_WP_011403867.1","turquoise",-0.723412210706504,0.00153850888360028
"NC_007677.1_WP_011403298.1","NC_007677.1_WP_011403298.1","purple",0.605627249442391,0.0129084540173126
"NC_007677.1_WP_013062319.1","NC_007677.1_WP_013062319.1","blue",0.272787845865977,0.306688802008221
"NC_007677.1_WP_043551831.1","NC_007677.1_WP_043551831.1","red",-0.439088610445775,0.0888358631275735
"NC_007677.1_WP_011403179.1","NC_007677.1_WP_011403179.1","yellow",0.0448344704863138,0.869044663615648
"NC_007677.1_WP_011405201.1","NC_007677.1_WP_011405201.1","turquoise",-0.715166643421009,0.00184429639161944
"NC_007677.1_WP_011404161.1","NC_007677.1_WP_011404161.1","blue",0.408705988886504,0.116002927662596
"NC_007677.1_WP_011403808.1","NC_007677.1_WP_011403808.1","blue",0.550387366624596,0.0271634016862334
"NC_007677.1_WP_164923459.1","NC_007677.1_WP_164923459.1","blue",0.476769801792151,0.0618722130783215
"NC_007677.1_WP_118828862.1","NC_007677.1_WP_118828862.1","yellow",-0.418708722342681,0.106491498793286
"NC_007677.1_WP_011403565.1","NC_007677.1_WP_011403565.1","pink",-0.475834862671519,0.0624577777362681
"NC_007677.1_WP_011404449.1","NC_007677.1_WP_011404449.1","greenyellow",-0.192223675737,0.475710863268153
"NC_007677.1_WP_011404166.1","NC_007677.1_WP_011404166.1","turquoise",-0.76635531779013,0.000535333075757426
"NC_007677.1_WP_011403682.1","NC_007677.1_WP_011403682.1","turquoise",-0.688848513778869,0.00316585976795832
"NC_007677.1_WP_118828839.1","NC_007677.1_WP_118828839.1","turquoise",-0.882645246755689,5.99521550394029e-06
"NC_007677.1_WP_237701846.1","NC_007677.1_WP_237701846.1","blue",0.407395515892138,0.117291475625932
"NC_007677.1_WP_162713347.1","NC_007677.1_WP_162713347.1","grey",-0.297844555856525,0.262541310230522
"NC_007677.1_WP_011403441.1","NC_007677.1_WP_011403441.1","turquoise",-0.758852650951282,0.000653532868929435
"NC_007677.1_WP_112904103.1","NC_007677.1_WP_112904103.1","green",0.352839142043031,0.180093382006809
"NC_007677.1_WP_237701685.1","NC_007677.1_WP_237701685.1","turquoise",-0.726562843672607,0.00143318446110096
"NC_007677.1_WP_011402834.1","NC_007677.1_WP_011402834.1","turquoise",-0.571872288263285,0.0206386303374992
"NC_007677.1_WP_011403952.1","NC_007677.1_WP_011403952.1","turquoise",-0.51129615814213,0.0429460536332936
"NC_007677.1_WP_237701704.1","NC_007677.1_WP_237701704.1","blue",0.0557896935976,0.837403912576777
"NC_007677.1_WP_011404479.1","NC_007677.1_WP_011404479.1","turquoise",-0.798939897141113,0.00020543468498845
"NC_007677.1_WP_013062687.1","NC_007677.1_WP_013062687.1","grey",0.0332338562465703,0.90275275750437
"NC_007677.1_WP_011403634.1","NC_007677.1_WP_011403634.1","magenta",-0.705324008239037,0.00227214433598
"NC_007677.1_WP_164923580.1","NC_007677.1_WP_164923580.1","blue",0.692725943857625,0.00293362438507918
"NC_007677.1_SRU_RS15450","NC_007677.1_SRU_RS15450","grey",0.0544841534895155,0.841163251035519
"NC_007677.1_WP_164923664.1","NC_007677.1_WP_164923664.1","blue",-0.276306833528033,0.30024024010648
"NC_007677.1_WP_011404373.1","NC_007677.1_WP_011404373.1","red",-0.0860948778723792,0.751218335980037
"NC_007677.1_WP_011403445.1","NC_007677.1_WP_011403445.1","brown",0.827033100948068,7.75778801182536e-05
"NC_007677.1_WP_011405295.1","NC_007677.1_WP_011405295.1","yellow",-0.0528275806637338,0.845938022949676
"NC_007677.1_WP_011404480.1","NC_007677.1_WP_011404480.1","turquoise",-0.802138387976323,0.000185303647306377
"NC_007677.1_WP_011404481.1","NC_007677.1_WP_011404481.1","turquoise",-0.873608641395386,9.82860458635745e-06
"NC_007677.1_WP_011403642.1","NC_007677.1_WP_011403642.1","turquoise",-0.746849038787786,0.000886698082990766
"NC_007677.1_WP_011403815.1","NC_007677.1_WP_011403815.1","blue",0.0869620182517421,0.748787467824018
"NC_007677.1_WP_011404911.1","NC_007677.1_WP_011404911.1","magenta",-0.493888628146677,0.0518487917928396
"NC_007677.1_WP_011404149.1","NC_007677.1_WP_011404149.1","turquoise",-0.819612558916605,0.00010193906538434
"NC_007677.1_WP_237701709.1","NC_007677.1_WP_237701709.1","black",-0.0241944193312323,0.929130024600171
"NC_007677.1_WP_011404557.1","NC_007677.1_WP_011404557.1","turquoise",-0.803189481867324,0.000179057160430779
"NC_007677.1_WP_164923548.1","NC_007677.1_WP_164923548.1","turquoise",-0.431824029621838,0.0948699293528238
"NC_007677.1_WP_011404019.1","NC_007677.1_WP_011404019.1","turquoise",-0.799382910073523,0.000202542822972641
"NC_007677.1_WP_011405404.1","NC_007677.1_WP_011405404.1","black",0.731217085573517,0.00128841208169608
"NC_007677.1_WP_011405405.1","NC_007677.1_WP_011405405.1","black",0.612522325125054,0.0116556179451124
"NC_007677.1_WP_103015645.1","NC_007677.1_WP_103015645.1","turquoise",-0.736131798276276,0.00114872478146177
"NC_007677.1_WP_013062314.1","NC_007677.1_WP_013062314.1","turquoise",-0.658474863783241,0.00554510431955871
"NC_007677.1_WP_011403373.1","NC_007677.1_WP_011403373.1","red",-0.343894882284492,0.192162468481285
"NC_007677.1_WP_231847430.1","NC_007677.1_WP_231847430.1","turquoise",-0.847396498171727,3.41802611755514e-05
"NC_007677.1_WP_112903718.1","NC_007677.1_WP_112903718.1","brown",0.977077427942907,8.39319269496185e-11
"NC_007677.1_WP_011403048.1","NC_007677.1_WP_011403048.1","green",-0.119788243526378,0.658574450114338
"NC_007677.1_WP_112905122.1","NC_007677.1_WP_112905122.1","blue",0.136234910025525,0.61489982836724
"NC_007677.1_WP_011403608.1","NC_007677.1_WP_011403608.1","blue",-0.304790917981595,0.251033539935052
"NC_007677.1_WP_165443449.1","NC_007677.1_WP_165443449.1","turquoise",-0.771054187853309,0.000470717285699598
"NC_007677.1_WP_231847403.1","NC_007677.1_WP_231847403.1","black",0.371019261780061,0.157130076081859
"NC_007677.1_WP_013060930.1","NC_007677.1_WP_013060930.1","red",-0.365896363992388,0.163390121902952
"NC_007677.1_WP_164923583.1","NC_007677.1_WP_164923583.1","magenta",-0.588706235233079,0.0164319512191911
"NC_007677.1_WP_237701884.1","NC_007677.1_WP_237701884.1","red",-0.154638273857596,0.567433486222458
"NC_007677.1_WP_231847116.1","NC_007677.1_WP_231847116.1","turquoise",-0.815664289237977,0.000117303015743347
"NC_007677.1_WP_103015525.1","NC_007677.1_WP_103015525.1","turquoise",-0.510086052471314,0.0435249921646558
"NC_007677.1_WP_011404826.1","NC_007677.1_WP_011404826.1","yellow",0.319919657134508,0.22706973498968
"NC_007677.1_WP_162713381.1","NC_007677.1_WP_162713381.1","grey",-0.0013229024574848,0.996120447094791
"NC_007677.1_WP_112903893.1","NC_007677.1_WP_112903893.1","turquoise",-0.935275551720309,1.07411796565245e-07
"NC_007677.1_WP_011404849.1","NC_007677.1_WP_011404849.1","brown",0.438107551285335,0.0896342826501673
"NC_007677.1_SRU_RS03035","NC_007677.1_SRU_RS03035","brown",0.286331495060119,0.282314294354234
"NC_007677.1_WP_011404704.1","NC_007677.1_WP_011404704.1","turquoise",-0.627621587038684,0.00924545283328193
"NC_007677.1_WP_011402825.1","NC_007677.1_WP_011402825.1","blue",0.43918982205663,0.0887537839473357
"NC_007677.1_WP_011404471.1","NC_007677.1_WP_011404471.1","turquoise",-0.672905162313679,0.00428165887962336
"NC_007677.1_WP_043552742.1","NC_007677.1_WP_043552742.1","blue",0.0524054839046691,0.847155450951414
"NC_007677.1_WP_013062295.1","NC_007677.1_WP_013062295.1","blue",0.321272405770124,0.225000256352134
"NC_007677.1_WP_011405269.1","NC_007677.1_WP_011405269.1","grey",-0.328676892804152,0.213885020771231
"NC_007677.1_WP_011402987.1","NC_007677.1_WP_011402987.1","green",-0.054346535871493,0.841559713621087
"NC_007677.1_WP_221231646.1","NC_007677.1_WP_221231646.1","turquoise",-0.849033411647371,3.18402334665948e-05
"NC_007677.1_WP_237701701.1","NC_007677.1_WP_237701701.1","blue",0.601871829171711,0.0136338492427902
"NC_007677.1_WP_011403381.1","NC_007677.1_WP_011403381.1","turquoise",-0.405335281450335,0.119337342525881
"NC_007677.1_WP_237701931.1","NC_007677.1_WP_237701931.1","red",-0.19840325930626,0.461360573955363
"NC_007677.1_WP_011404529.1","NC_007677.1_WP_011404529.1","blue",-0.0367682099307032,0.892463868300731
"NC_007677.1_WP_011404416.1","NC_007677.1_WP_011404416.1","turquoise",-0.75600271815775,0.000703703979411721
"NC_007677.1_WP_011404372.1","NC_007677.1_WP_011404372.1","blue",0.265666664725703,0.319985236527496
"NC_007677.1_WP_011404851.1","NC_007677.1_WP_011404851.1","grey",-0.276858324696359,0.299236962348757
"NC_007677.1_WP_011403735.1","NC_007677.1_WP_011403735.1","turquoise",-0.817717466672742,0.000109089580483578
"NC_007677.1_WP_272481476.1","NC_007677.1_WP_272481476.1","blue",0.496563768764033,0.0503985886310316
"NC_007677.1_WP_237701913.1","NC_007677.1_WP_237701913.1","brown",0.765387982734566,0.000549501371491195
"NC_007677.1_WP_112903013.1","NC_007677.1_WP_112903013.1","blue",0.341502572193411,0.195477835526255
"NC_007677.1_WP_011403377.1","NC_007677.1_WP_011403377.1","red",-0.356260958884153,0.175611512825516
"NC_007677.1_WP_011404567.1","NC_007677.1_WP_011404567.1","purple",0.58211333680091,0.0179913448404425
"NC_007677.1_WP_197537012.1","NC_007677.1_WP_197537012.1","green",0.252279529159102,0.345869383722919
"NC_007677.1_WP_011403178.1","NC_007677.1_WP_011403178.1","brown",0.236765828984659,0.377295883522932
"NC_007677.1_WP_011403093.1","NC_007677.1_WP_011403093.1","red",-0.259503284340614,0.331758792259082
"NC_007677.1_WP_011404699.1","NC_007677.1_WP_011404699.1","turquoise",-0.479552673759611,0.0601531106542893
"NC_007677.1_WP_011404698.1","NC_007677.1_WP_011404698.1","turquoise",-0.715558496761804,0.00182872715894151
"NC_007677.1_WP_013061017.1","NC_007677.1_WP_013061017.1","turquoise",-0.738285571342583,0.00109154303984533
"NC_007677.1_WP_011404805.1","NC_007677.1_WP_011404805.1","red",-0.304680558911393,0.251213882480603
"NC_007677.1_WP_011404224.1","NC_007677.1_WP_011404224.1","blue",0.611366497294108,0.0118586734912318
"NC_007677.1_WP_011403681.1","NC_007677.1_WP_011403681.1","yellow",-0.21473935883347,0.42448527370447
"NC_007677.1_WP_148278425.1","NC_007677.1_WP_148278425.1","grey",0.0890643945513258,0.742903080739547
"NC_007677.1_WP_011403559.1","NC_007677.1_WP_011403559.1","yellow",-0.154149753711987,0.568673054638656
"NC_007677.1_WP_011403989.1","NC_007677.1_WP_011403989.1","green",0.271541992656887,0.308991200944638
"NC_007677.1_WP_011404011.1","NC_007677.1_WP_011404011.1","turquoise",-0.701980788003269,0.0024345335330942
"NC_007677.1_WP_011404803.1","NC_007677.1_WP_011404803.1","yellow",-0.316776630700599,0.231924409488704
"NC_007677.1_WP_011403950.1","NC_007677.1_WP_011403950.1","yellow",-0.22554006797103,0.400975264975769
"NC_007677.1_WP_011403201.1","NC_007677.1_WP_011403201.1","blue",0.481262014911635,0.0591147429254062
"NC_007677.1_WP_011404516.1","NC_007677.1_WP_011404516.1","turquoise",-0.675703100843685,0.00406588642156691
"NC_007677.1_WP_013061099.1","NC_007677.1_WP_013061099.1","greenyellow",0.0213546715097002,0.937432001069274
"NC_007677.1_WP_013061374.1","NC_007677.1_WP_013061374.1","blue",0.374259629813106,0.153254882172623
"NC_007677.1_WP_011404773.1","NC_007677.1_WP_011404773.1","turquoise",-0.795357358086191,0.000230103232588263
"NC_007677.1_WP_272481472.1","NC_007677.1_WP_272481472.1","blue",0.379015753892519,0.147684647906159
"NC_007677.1_WP_118840721.1","NC_007677.1_WP_118840721.1","green",0.17346231463793,0.520571316322612
"NC_007677.1_WP_011404249.1","NC_007677.1_WP_011404249.1","brown",0.932960762276456,1.36510600382585e-07
"NC_007677.1_WP_011404092.1","NC_007677.1_WP_011404092.1","magenta",-0.489196618775421,0.0544667900338635
"NC_007677.1_WP_011403873.1","NC_007677.1_WP_011403873.1","brown",0.853186032646054,2.64981327657935e-05
"NC_007677.1_WP_164923461.1","NC_007677.1_WP_164923461.1","red",-0.433757174702584,0.0932365841556769
"NC_007677.1_WP_011403786.1","NC_007677.1_WP_011403786.1","black",0.0745449261085674,0.78379775050385
"NC_007677.1_WP_043552700.1","NC_007677.1_WP_043552700.1","blue",0.402003285907715,0.122698387872744
"NC_007677.1_WP_011404195.1","NC_007677.1_WP_011404195.1","green",-0.0973983412970889,0.719710789750384
"NC_007677.1_WP_011405114.1","NC_007677.1_WP_011405114.1","green",0.147785731350311,0.584924957924886
"NC_007677.1_WP_011403135.1","NC_007677.1_WP_011403135.1","blue",0.720665656229362,0.00163538998251181
"NC_007677.1_WP_011403140.1","NC_007677.1_WP_011403140.1","brown",0.964510959311202,1.73080141783199e-09
"NC_007677.1_WP_011403734.1","NC_007677.1_WP_011403734.1","pink",-0.286224978435262,0.282501300526171
"NC_007677.1_WP_011402821.1","NC_007677.1_WP_011402821.1","blue",0.529847253632276,0.0347748366261595
"NC_007677.1_WP_011402822.1","NC_007677.1_WP_011402822.1","blue",0.503058124240988,0.0470035549416976
"NC_007677.1_WP_011403343.1","NC_007677.1_WP_011403343.1","red",-0.131910156813369,0.626274723779531
"NC_007677.1_WP_043552343.1","NC_007677.1_WP_043552343.1","turquoise",-0.666964097317045,0.00477032877189711
"NC_007677.1_WP_011404321.1","NC_007677.1_WP_011404321.1","yellow",-0.393679607902471,0.131379972831906
"NC_007677.1_WP_173387053.1","NC_007677.1_WP_173387053.1","green",0.296893756005803,0.264141196639456
"NC_007677.1_WP_011403902.1","NC_007677.1_WP_011403902.1","pink",-0.630046920369335,0.00889815088623027
"NC_007677.1_WP_011403129.1","NC_007677.1_WP_011403129.1","magenta",-0.473805254009408,0.0637429249745766
"NC_007677.1_WP_011403257.1","NC_007677.1_WP_011403257.1","blue",0.349171158274135,0.184980734476849
"NC_007677.1_WP_011404722.1","NC_007677.1_WP_011404722.1","turquoise",-0.585572814673419,0.0171593932962163
"NC_007677.1_WP_011403005.1","NC_007677.1_WP_011403005.1","turquoise",-0.788473828188105,0.000284408932234603
"NC_007677.1_WP_164923675.1","NC_007677.1_WP_164923675.1","yellow",-0.308061342593289,0.24572561102684
"NC_007677.1_WP_011403951.1","NC_007677.1_WP_011403951.1","yellow",-0.171280581835576,0.52591032202481
"NC_007677.1_WP_011402794.1","NC_007677.1_WP_011402794.1","turquoise",-0.753730774126035,0.000745928347416409
"NC_007677.1_WP_112904243.1","NC_007677.1_WP_112904243.1","red",-0.390260013123009,0.135066031328939
"NC_007677.1_WP_043551681.1","NC_007677.1_WP_043551681.1","green",0.0664968728614309,0.806703339525906
"NC_007677.1_WP_118825822.1","NC_007677.1_WP_118825822.1","blue",0.33678442724232,0.202124962790243
